timestamp,open,high,low,close,volume
2023-01-01 00:00:00,20087.896270036876,20111.499641744915,19948.940950729346,20006.15059587686,3.944306666464451
2023-01-01 00:01:00,20067.02570576381,20172.79599209494,19934.75238640161,20061.94657364695,4.196090475158829
2023-01-01 00:02:00,20099.311113889456,20128.1806103633,19946.032711365002,20030.19296993462,4.002913972446283
2023-01-01 00:03:00,20064.004672443898,20106.76569800676,19982.993930831424,20079.699699033892,4.710051085887733
2023-01-01 00:04:00,20094.07760983197,20100.389137563798,19971.668511814532,20023.0963954031,1.9913606511461337
2023-01-01 00:05:00,20083.851527430525,20101.69534556727,19971.784260338583,20065.766171167244,8.360815033262854
2023-01-01 00:06:00,20056.229343699306,20193.1125073301,19918.625919904105,20049.30451292799,5.044748615473392
2023-01-01 00:07:00,20074.07394576855,20188.28919931354,19971.445821922563,20032.625839779463,1.2686956115869388
2023-01-01 00:08:00,20086.0872838616,20169.272618919145,19992.662586829298,20096.24232858682,1.750227656851207
2023-01-01 00:09:00,20075.17014092859,20142.1310124344,19935.67882839376,20028.550782062037,5.956265558766651
2023-01-01 00:10:00,20044.14307988844,20180.7213772934,19923.780444277756,20049.10066734569,5.169661338181884
2023-01-01 00:11:00,20075.590361861025,20181.032312419826,19990.0467200685,20093.0633365483,3.80313444923529
2023-01-01 00:12:00,20065.466769539085,20122.65662435578,19925.099910005185,20078.192310212908,1.933571545695994
2023-01-01 00:13:00,20071.092836309872,20196.36673316812,19981.72934645948,20082.727109996995,3.4595410880593125
2023-01-01 00:14:00,20044.748438589497,20149.790343631594,19965.110394633815,20088.164650242477,1.4656719412090098
2023-01-01 00:15:00,20012.136702821914,20107.87739750161,19932.108203913645,20067.048118924864,1.8233873622057795
2023-01-01 00:16:00,20076.154957566585,20108.263908835732,19926.949160563974,20012.249072376355,6.710485170060315
2023-01-01 00:17:00,20025.17295759647,20160.36284640867,19961.765493927862,20034.845499322237,8.818647216315886
2023-01-01 00:18:00,20070.318496022257,20182.09859669159,19907.79040062233,20072.043542894153,8.354369283192836
2023-01-01 00:19:00,20003.212495482614,20135.872061109356,19962.064332576105,20003.462966342322,4.341853970008261
2023-01-01 00:20:00,20041.002027806888,20116.295724810294,19961.845294621955,20021.47849754187,8.181104408019618
2023-01-01 00:21:00,20099.08936188679,20173.999927764307,19933.780158583035,20037.774009361554,1.1940504741289464
2023-01-01 00:22:00,20062.09616416646,20159.80019495909,19988.07044381644,20017.718491193613,4.3694767023438015
2023-01-01 00:23:00,20062.14968183136,20186.380659096147,19913.7417160403,20088.79207233646,8.613820441341117
2023-01-01 00:24:00,20037.911118447413,20113.060667677757,19959.84184705469,20049.910581312142,1.175741926563246
2023-01-01 00:25:00,20072.724882414972,20162.420967324902,19994.24088468639,20046.74569537863,5.882991169287709
2023-01-01 00:26:00,20048.711586240992,20150.425694496786,19958.090116950418,20028.845545926964,9.426971860837101
2023-01-01 00:27:00,20061.61894556426,20175.87744054757,19961.26001151699,20075.296388080875,4.03357183700048
2023-01-01 00:28:00,20021.430959239373,20147.218828461697,19979.050177363704,20084.35228851111,1.627283309954629
2023-01-01 00:29:00,20055.627553672413,20160.839469158516,19955.54043089947,20096.18107949398,3.170332541493542
2023-01-01 00:30:00,20002.37509655073,20143.98359278815,19947.95611100993,20094.263536961436,9.643483148429118
2023-01-01 00:31:00,20003.51815017199,20142.006826113073,19998.342932213633,20089.008211785946,8.842593501083691
2023-01-01 00:32:00,20035.968634145018,20119.153193865055,19991.056011546658,20042.818149540646,5.6038795960114784
2023-01-01 00:33:00,20078.53215109508,20160.43584251086,19937.430302308698,20080.45079959161,9.948381956775982
2023-01-01 00:34:00,20069.810734638162,20180.740176055657,19915.210657286203,20019.687204992402,5.71045561012008
2023-01-01 00:35:00,20018.3922077871,20115.69106202644,19997.453783561607,20007.477317211797,2.0726132248742792
2023-01-01 00:36:00,20001.090830667734,20147.42772468301,19999.751434056983,20085.247994339483,7.502283340262421
2023-01-01 00:37:00,20078.640713200144,20179.19873574131,19911.323662843002,20096.08790691007,7.86249595911627
2023-01-01 00:38:00,20074.515538799424,20191.142717606224,19987.332566603844,20061.4828712011,3.4868080725157733
2023-01-01 00:39:00,20061.523673283016,20138.650530306753,19931.31083879109,20097.90046548537,1.8143779954544619
2023-01-01 00:40:00,20068.481227500448,20128.881427824344,19926.860876716837,20022.548856532947,7.634149999750018
2023-01-01 00:41:00,20009.821834929593,20110.069116575265,19946.365271274204,20051.566601470426,2.143130116976529
2023-01-01 00:42:00,20071.31360678566,20199.959522694535,19941.19944748356,20002.942437306472,3.0489907383913613
2023-01-01 00:43:00,20068.46532661618,20132.627390925085,19907.117398503815,20060.437847503996,4.702045649239103
2023-01-01 00:44:00,20080.95450467421,20131.920298557503,19999.789019341777,20092.556285562972,7.2253290199107845
2023-01-01 00:45:00,20031.57731929873,20171.672053027163,19997.023470027696,20029.492665405352,3.779589824551654
2023-01-01 00:46:00,20055.579522579566,20150.360372915377,19992.902462738697,20010.30730607017,2.3739204197358843
2023-01-01 00:47:00,20081.33943921374,20133.351718831025,19911.50873922747,20088.592415229854,7.0116335999311445
2023-01-01 00:48:00,20045.2321716414,20126.42004918455,19988.03491719259,20000.87251038037,7.794589915697682
